CDID,Type,Category ID,Description,Group,Level 1,Level 2,Level 3,Baseline Year
L7S6,CPI ANNUAL RATE,09.1.4.1,CPI ANNUAL RATE  Pre-recorded recording media 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,09.1.4.1. Pre-recorded recording media,2015=100
L7ZA,CPI MONTHLY RATE,09.1.4.1,CPI MONTHLY RATE  Pre-recorded recording media 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,09.1.4.1. Pre-recorded recording media,2015=100
L8CK,CPI WEIGHTS,09.1.4.1,CPI WEIGHTS  Pre-recorded recording media,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,09.1.4.1. Pre-recorded recording media,
J2UG,CPIH INDEX,09.1.4.2,CPIH INDEX  Unrecorded recording media 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,09.1.4.2. Unrecorded recording media,2015=100
J3EY,CPIH ANNUAL RATE,09.1.4.2,CPIH ANNUAL RATE  Unrecorded recording media 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,09.1.4.2. Unrecorded recording media,2015=100
J44K,CPIH MONTHLY RATE,09.1.4.2,CPIH MONTHLY RATE  Unrecorded recording media 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,09.1.4.2. Unrecorded recording media,2015=100
J4VH,CPIH WEIGHTS,09.1.4.2,CPIH WEIGHTS  Unrecorded recording media,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,09.1.4.2. Unrecorded recording media,
L7GX,CPI INDEX,09.1.4.2,CPI INDEX  Unrecorded recording media 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,09.1.4.2. Unrecorded recording media,2015=100
L7S7,CPI ANNUAL RATE,09.1.4.2,CPI ANNUAL RATE  Unrecorded recording media 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,09.1.4.2. Unrecorded recording media,2015=100
L7ZB,CPI MONTHLY RATE,09.1.4.2,CPI MONTHLY RATE  Unrecorded recording media 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,09.1.4.2. Unrecorded recording media,2015=100
L8CL,CPI WEIGHTS,09.1.4.2,CPI WEIGHTS  Unrecorded recording media,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,09.1.4.2. Unrecorded recording media,
J2UH,CPIH INDEX,09.1.4.9,CPIH INDEX  Other recording media 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,09.1.4.9. Other recording media,2015=100
J3EZ,CPIH ANNUAL RATE,09.1.4.9,CPIH ANNUAL RATE  Other recording media 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,09.1.4.9. Other recording media,2015=100
J44L,CPIH MONTHLY RATE,09.1.4.9,CPIH MONTHLY RATE  Other recording media 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,09.1.4.9. Other recording media,2015=100
J4VI,CPIH WEIGHTS,09.1.4.9,CPIH WEIGHTS  Other recording media,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,09.1.4.9. Other recording media,
L7GY,CPI INDEX,09.1.4.9,CPI INDEX  Other recording media 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,09.1.4.9. Other recording media,2015=100
L7S8,CPI ANNUAL RATE,09.1.4.9,CPI ANNUAL RATE  Other recording media 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,09.1.4.9. Other recording media,2015=100
L7ZC,CPI MONTHLY RATE,09.1.4.9,CPI MONTHLY RATE  Other recording media 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,09.1.4.9. Other recording media,2015=100
L8CM,CPI WEIGHTS,09.1.4.9,CPI WEIGHTS  Other recording media,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,09.1.4.9. Other recording media,
CJYF,CPI WEIGHTS,09.1.4,RECORDING MEDIA,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,,
D7ES,CPI INDEX,09.1.4,RECORDING MEDIA 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,,2015=100
D7J6,CPI ANNUAL RATE,09.1.4,RECORDING MEDIA 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,,2015=100
D7MK,CPI MONTHLY RATE,09.1.4,RECORDING MEDIA 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,,2015=100
L54N,CPIH INDEX,09.1.4,RECORDING MEDIA 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,,2015=100
L58B,CPIH ANNUAL RATE,09.1.4,RECORDING MEDIA 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,,2015=100
L5BX,CPIH MONTHLY RATE,09.1.4,RECORDING MEDIA 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,,2015=100
L5FM,CPIH WEIGHTS,09.1.4,RECORDING MEDIA,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.4 RECORDING MEDIA,,
L54O,CPIH INDEX,09.1.5,Repair of audio-visual equipment & related products 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.5 Repair of audio-visual equipment & related products,,2015=100
L58C,CPIH ANNUAL RATE,09.1.5,Repair of audio-visual equipment & related products 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.5 Repair of audio-visual equipment & related products,,2015=100
L5BY,CPIH MONTHLY RATE,09.1.5,REPAIR OF A-V PHOTO & DATA PROCESSING EQUIP 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.5 Repair of audio-visual equipment & related products,,2015=100
L5FN,CPIH WEIGHTS,09.1.5,Repair of audio-visual equipment & related products,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.5 Repair of audio-visual equipment & related products,,
CJYG,CPI WEIGHTS,09.1.5,Repair of audio-visual equipment & related products,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.5 Repair of audio-visual equipment & related products,,
D7ER,CPI INDEX,09.1.5,Repair of audio-visual equipment & related products 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.5 Repair of audio-visual equipment & related products,,2015=100
D7J5,CPI ANNUAL RATE,09.1.5,Repair of audio-visual equipment & related products 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.5 Repair of audio-visual equipment & related products,,2015=100
D7MJ,CPI MONTHLY RATE,09.1.5,REPAIR OF A-V PHOTO & DATA PROCESSING EQUIP 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,9.1.5 Repair of audio-visual equipment & related products,,2015=100
CJVQ,CPI WEIGHTS,09.1,Audio-visual equipment and related products,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,,,
D7CS,CPI INDEX,09.1,Audio-visual equipment and related products 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,,,2015=100
D7H6,CPI ANNUAL RATE,09.1,Audio-visual equipment and related products 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,,,2015=100
D7KG,CPI MONTHLY RATE,09.1,AUDIO-VISUAL PHOTO AND DATA PROCESSING EQUIP 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,,,2015=100
L54J,CPIH INDEX,09.1,Audio-visual equipment and related products 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,,,2015=100
L587,CPIH ANNUAL RATE,09.1,Audio-visual equipment and related products 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,,,2015=100
L5BT,CPIH MONTHLY RATE,09.1,AUDIO-VISUAL PHOTO AND DATA PROCESSING EQUIP 2015=100,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,,,2015=100
L5FI,CPIH WEIGHTS,09.1,AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,9. RECREATION & CULTURE,9.1. Audio-visual equipment and related products,,,
J2UJ,CPIH INDEX,09.2.1.1,CPIH INDEX  Camper vans 2015=100,9. RECREATION & CULTURE,9.2. OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,9.2.1 Major durables for in/outdoor recreation & their maintenance,09.2.1.1. Camper vans,2015=100
J3F3,CPIH ANNUAL RATE,09.2.1.1,CPIH ANNUAL RATE  Camper vans 2015=100,9. RECREATION & CULTURE,9.2. OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,9.2.1 Major durables for in/outdoor recreation & their maintenance,09.2.1.1. Camper vans,2015=100
J44N,CPIH MONTHLY RATE,09.2.1.1,CPIH MONTHLY RATE  Camper vans 2015=100,9. RECREATION & CULTURE,9.2. OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,9.2.1 Major durables for in/outdoor recreation & their maintenance,09.2.1.1. Camper vans,2015=100
J4VY,CPIH WEIGHTS,09.2.1.1,CPIH WEIGHTS  Camper vans,9. RECREATION & CULTURE,9.2. OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,9.2.1 Major durables for in/outdoor recreation & their maintenance,09.2.1.1. Camper vans,
L7H2,CPI INDEX,09.2.1.1,"CPI INDEX  Camper vans, caravans and trailers 2015=100",9. RECREATION & CULTURE,9.2. OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,9.2.1 Major durables for in/outdoor recreation & their maintenance,09.2.1.1. Camper vans,2015=100
L7SA,CPI ANNUAL RATE,09.2.1.1,CPI ANNUAL RATE  Camper vans 2015=100,9. RECREATION & CULTURE,9.2. OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,9.2.1 Major durables for in/outdoor recreation & their maintenance,09.2.1.1. Camper vans,2015=100
L7ZE,CPI MONTHLY RATE,09.2.1.1,CPI MONTHLY RATE  Camper vans 2015=100,9. RECREATION & CULTURE,9.2. OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,9.2.1 Major durables for in/outdoor recreation & their maintenance,09.2.1.1. Camper vans,2015=100
L8CO,CPI WEIGHTS,09.2.1.1,CPI WEIGHTS  Camper vans,9. RECREATION & CULTURE,9.2. OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,9.2.1 Major durables for in/outdoor recreation & their maintenance,09.2.1.1. Camper vans,
J2UK,CPIH INDEX,09.2.1.3,"CPIH INDEX  Boats, outboard motors and fitting out of boats 2015=100",9. RECREATION & CULTURE,9.2. OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,9.2.1 Major durables for in/outdoor recreation & their maintenance,"09.2.1.3. Boats, outboard motors and fitting out of boats",2015=100
J3F4,CPIH ANNUAL RATE,09.2.1.3,"CPIH ANNUAL RATE  Boats, outboard motors and fitting out of boats 2015=100",9. RECREATION & CULTURE,9.2. OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,9.2.1 Major durables for in/outdoor recreation & their maintenance,"09.2.1.3. Boats, outboard motors and fitting out of boats",2015=100
J44O,CPIH MONTHLY RATE,09.2.1.3,"CPIH MONTHLY RATE  Boats, outboard motors and fitting out of boats",9. RECREATION & CULTURE,9.2. OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,9.2.1 Major durables for in/outdoor recreation & their maintenance,"09.2.1.3. Boats, outboard motors and fitting out of boats",
J4VZ,CPIH WEIGHTS,09.2.1.3,"CPIH WEIGHTS  Boats, outboard motors and fitting out of boats",9. RECREATION & CULTURE,9.2. OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,9.2.1 Major durables for in/outdoor recreation & their maintenance,"09.2.1.3. Boats, outboard motors and fitting out of boats",
L7H3,CPI INDEX,09.2.1.3,"CPI INDEX  Boats, outboard motors and fitting out of boats 2015=100",9. RECREATION & CULTURE,9.2. OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,9.2.1 Major durables for in/outdoor recreation & their maintenance,"09.2.1.3. Boats, outboard motors and fitting out of boats",2015=100
